price,date
890.9963696005556,2017-03-27
884.6854169195782,2017-03-28
878.454101196145,2017-03-29
875.0327198713308,2017-03-30
868.5853817396556,2017-03-31
861.7119109928641,2017-04-03
848.5045660409372,2017-04-04
845.8092279797122,2017-04-05
845.3748126942032,2017-04-06
838.9788609775729,2017-04-07
835.8418915624181,2017-04-10
838.3031403731862,2017-04-11
833.5922324565208,2017-04-12
838.7055910991832,2017-04-13
836.7990624003993,2017-04-17
842.9857980646607,2017-04-18
847.5122866337884,2017-04-19
841.3587225596322,2017-04-20
837.8811131322092,2017-04-21
830.3634713282694,2017-04-24
830.9401803805025,2017-04-25
834.2683100939479,2017-04-26
840.5238381751415,2017-04-27
834.1928571940234,2017-04-28
835.3954476277582,2017-05-01
849.225318269104,2017-05-02
855.1505610577472,2017-05-03
860.8925758770645,2017-05-04
858.675987560645,2017-05-05
854.1551670259663,2017-05-08
845.8304457920897,2017-05-09
847.7225938692278,2017-05-10
849.1529421042081,2017-05-11
850.5698530579778,2017-05-12
846.245709171761,2017-05-15
854.6071404640899,2017-05-16
855.987095553387,2017-05-17
852.815159285229,2017-05-18
852.0329267235553,2017-05-19
849.1358052326002,2017-05-22
847.3882125943439,2017-05-23
850.3279900552246,2017-05-24
847.7868372116883,2017-05-25
848.8520475343132,2017-05-26
842.2496805102114,2017-05-30
841.1392076347131,2017-05-31
840.5805178630839,2017-06-01
830.0485804834336,2017-06-02
825.2575835141802,2017-06-05
835.822788366682,2017-06-06
831.0964808057757,2017-06-07
826.954656858358,2017-06-08
826.4840748973737,2017-06-09
830.488866069241,2017-06-12
825.4877566710021,2017-06-13
820.0718787070638,2017-06-14
824.4690248787387,2017-06-15
833.4693658340632,2017-06-16
828.3316019003142,2017-06-19
820.2802942097427,2017-06-20
818.7249486138309,2017-06-21
820.9457584704486,2017-06-22
816.7607721362691,2017-06-23
811.158830289898,2017-06-26
814.6007949558,2017-06-27
810.3443631683581,2017-06-28
806.4782329981654,2017-06-29
809.728070856749,2017-06-30
